name,n_p,n_g,s_p,s_g,bolt_name,constr
6 x 1 (90p x 70g) M24 8.8/S (TI),6,1,90,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
6 x 1 (90p x 90g) M24 8.8/S (TI),6,1,90,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
6 x 1 (90p x 140g) M24 8.8/S (TI),6,1,90,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
6 x 2 (70p x 70g) M24 8.8/S (TI),6,2,70,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
6 x 2 (70p x 90g) M24 8.8/S (TI),6,2,70,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
6 x 2 (70p x 140g) M24 8.8/S (TI),6,2,70,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
6 x 2 (80p x 70g) M24 8.8/S (TI),6,2,80,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
6 x 2 (80p x 90g) M24 8.8/S (TI),6,2,80,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
6 x 2 (80p x 140g) M24 8.8/S (TI),6,2,80,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
6 x 2 (90p x 70g) M24 8.8/S (TI),6,2,90,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
6 x 2 (90p x 90g) M24 8.8/S (TI),6,2,90,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
6 x 2 (90p x 140g) M24 8.8/S (TI),6,2,90,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
6 x 3 (70p x 70g) M24 8.8/S (TI),6,3,70,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
6 x 3 (70p x 90g) M24 8.8/S (TI),6,3,70,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
6 x 3 (70p x 140g) M24 8.8/S (TI),6,3,70,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
6 x 3 (80p x 70g) M24 8.8/S (TI),6,3,80,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
6 x 3 (80p x 90g) M24 8.8/S (TI),6,3,80,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
6 x 3 (80p x 140g) M24 8.8/S (TI),6,3,80,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
6 x 3 (90p x 70g) M24 8.8/S (TI),6,3,90,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
6 x 3 (90p x 90g) M24 8.8/S (TI),6,3,90,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
6 x 3 (90p x 140g) M24 8.8/S (TI),6,3,90,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
6 x 4 (70p x 70g) M24 8.8/S (TI),6,4,70,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
6 x 4 (70p x 90g) M24 8.8/S (TI),6,4,70,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
6 x 4 (70p x 140g) M24 8.8/S (TI),6,4,70,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
6 x 4 (80p x 70g) M24 8.8/S (TI),6,4,80,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
6 x 4 (80p x 90g) M24 8.8/S (TI),6,4,80,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
6 x 4 (80p x 140g) M24 8.8/S (TI),6,4,80,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
6 x 4 (90p x 70g) M24 8.8/S (TI),6,4,90,70,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
6 x 4 (90p x 90g) M24 8.8/S (TI),6,4,90,90,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
6 x 4 (90p x 140g) M24 8.8/S (TI),6,4,90,140,M24 8.8/S (TI),"{""n_p"": 6, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
7 x 1 (70p x 70g) M24 8.8/S (TI),7,1,70,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
7 x 1 (70p x 90g) M24 8.8/S (TI),7,1,70,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
7 x 1 (70p x 140g) M24 8.8/S (TI),7,1,70,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
7 x 1 (80p x 70g) M24 8.8/S (TI),7,1,80,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
7 x 1 (80p x 90g) M24 8.8/S (TI),7,1,80,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
7 x 1 (80p x 140g) M24 8.8/S (TI),7,1,80,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
7 x 1 (90p x 70g) M24 8.8/S (TI),7,1,90,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
7 x 1 (90p x 90g) M24 8.8/S (TI),7,1,90,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
7 x 1 (90p x 140g) M24 8.8/S (TI),7,1,90,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
7 x 2 (70p x 70g) M24 8.8/S (TI),7,2,70,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
7 x 2 (70p x 90g) M24 8.8/S (TI),7,2,70,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
7 x 2 (70p x 140g) M24 8.8/S (TI),7,2,70,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
7 x 2 (80p x 70g) M24 8.8/S (TI),7,2,80,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
7 x 2 (80p x 90g) M24 8.8/S (TI),7,2,80,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
7 x 2 (80p x 140g) M24 8.8/S (TI),7,2,80,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
7 x 2 (90p x 70g) M24 8.8/S (TI),7,2,90,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
7 x 2 (90p x 90g) M24 8.8/S (TI),7,2,90,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
7 x 2 (90p x 140g) M24 8.8/S (TI),7,2,90,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
7 x 3 (70p x 70g) M24 8.8/S (TI),7,3,70,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
7 x 3 (70p x 90g) M24 8.8/S (TI),7,3,70,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
7 x 3 (70p x 140g) M24 8.8/S (TI),7,3,70,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
7 x 3 (80p x 70g) M24 8.8/S (TI),7,3,80,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
7 x 3 (80p x 90g) M24 8.8/S (TI),7,3,80,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
7 x 3 (80p x 140g) M24 8.8/S (TI),7,3,80,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
7 x 3 (90p x 70g) M24 8.8/S (TI),7,3,90,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
7 x 3 (90p x 90g) M24 8.8/S (TI),7,3,90,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
7 x 3 (90p x 140g) M24 8.8/S (TI),7,3,90,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
7 x 4 (70p x 70g) M24 8.8/S (TI),7,4,70,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
7 x 4 (70p x 90g) M24 8.8/S (TI),7,4,70,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
7 x 4 (70p x 140g) M24 8.8/S (TI),7,4,70,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
7 x 4 (80p x 70g) M24 8.8/S (TI),7,4,80,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
7 x 4 (80p x 90g) M24 8.8/S (TI),7,4,80,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
7 x 4 (80p x 140g) M24 8.8/S (TI),7,4,80,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
7 x 4 (90p x 70g) M24 8.8/S (TI),7,4,90,70,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
7 x 4 (90p x 90g) M24 8.8/S (TI),7,4,90,90,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
7 x 4 (90p x 140g) M24 8.8/S (TI),7,4,90,140,M24 8.8/S (TI),"{""n_p"": 7, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
8 x 1 (70p x 70g) M24 8.8/S (TI),8,1,70,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
8 x 1 (70p x 90g) M24 8.8/S (TI),8,1,70,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
8 x 1 (70p x 140g) M24 8.8/S (TI),8,1,70,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
8 x 1 (80p x 70g) M24 8.8/S (TI),8,1,80,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
8 x 1 (80p x 90g) M24 8.8/S (TI),8,1,80,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
8 x 1 (80p x 140g) M24 8.8/S (TI),8,1,80,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
8 x 1 (90p x 70g) M24 8.8/S (TI),8,1,90,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
8 x 1 (90p x 90g) M24 8.8/S (TI),8,1,90,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
8 x 1 (90p x 140g) M24 8.8/S (TI),8,1,90,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 1, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
8 x 2 (70p x 70g) M24 8.8/S (TI),8,2,70,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
8 x 2 (70p x 90g) M24 8.8/S (TI),8,2,70,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
8 x 2 (70p x 140g) M24 8.8/S (TI),8,2,70,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
8 x 2 (80p x 70g) M24 8.8/S (TI),8,2,80,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
8 x 2 (80p x 90g) M24 8.8/S (TI),8,2,80,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
8 x 2 (80p x 140g) M24 8.8/S (TI),8,2,80,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
8 x 2 (90p x 70g) M24 8.8/S (TI),8,2,90,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
8 x 2 (90p x 90g) M24 8.8/S (TI),8,2,90,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
8 x 2 (90p x 140g) M24 8.8/S (TI),8,2,90,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 2, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
8 x 3 (70p x 70g) M24 8.8/S (TI),8,3,70,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
8 x 3 (70p x 90g) M24 8.8/S (TI),8,3,70,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
8 x 3 (70p x 140g) M24 8.8/S (TI),8,3,70,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
8 x 3 (80p x 70g) M24 8.8/S (TI),8,3,80,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
8 x 3 (80p x 90g) M24 8.8/S (TI),8,3,80,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
8 x 3 (80p x 140g) M24 8.8/S (TI),8,3,80,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
8 x 3 (90p x 70g) M24 8.8/S (TI),8,3,90,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
8 x 3 (90p x 90g) M24 8.8/S (TI),8,3,90,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
8 x 3 (90p x 140g) M24 8.8/S (TI),8,3,90,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 3, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
8 x 4 (70p x 70g) M24 8.8/S (TI),8,4,70,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 70}"
8 x 4 (70p x 90g) M24 8.8/S (TI),8,4,70,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 90}"
8 x 4 (70p x 140g) M24 8.8/S (TI),8,4,70,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 70, ""s_g"": 140}"
8 x 4 (80p x 70g) M24 8.8/S (TI),8,4,80,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 70}"
8 x 4 (80p x 90g) M24 8.8/S (TI),8,4,80,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 90}"
8 x 4 (80p x 140g) M24 8.8/S (TI),8,4,80,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 80, ""s_g"": 140}"
8 x 4 (90p x 70g) M24 8.8/S (TI),8,4,90,70,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 70}"
8 x 4 (90p x 90g) M24 8.8/S (TI),8,4,90,90,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 90}"
8 x 4 (90p x 140g) M24 8.8/S (TI),8,4,90,140,M24 8.8/S (TI),"{""n_p"": 8, ""n_g"": 4, ""bolt"": {""d_f"": 24, ""bolt_cat"": ""8.8/S"", ""threads_included"": true}, ""s_p"": 90, ""s_g"": 140}"
